,Open,High,Low,Close
2018-04-01,1280.1405029296875,1280.1405029296875,1280.1405029296875,1306.219970703125
2018-04-02,1306.219970703125,1306.219970703125,1292.1099853515625,1280.1405029296875
2018-04-03,1293.5699462890625,1308.6600341796875,1293.5699462890625,1293.47998046875
2018-04-04,1298.8399658203125,1305.3699951171875,1296.3599853515625,1298.8399658203125
2018-04-05,1300.449951171875,1312.300048828125,1300.449951171875,1300.47998046875
2018-04-08,1313.4300537109375,1317.010009765625,1306.75,1313.4300537109375
2018-04-09,1316.760009765625,1319.75,1309.0999755859375,1316.760009765625
2018-04-10,1315.0400390625,1323.010009765625,1314.260009765625,1314.52001953125
2018-04-11,1317.1600341796875,1323.530029296875,1316.0799560546875,1318.27001953125
2018-04-12,1317.4200439453125,1319.719970703125,1313.8800048828125,1318.93994140625
2018-04-15,1320.0999755859375,1328.6600341796875,1320.0999755859375,1320.0999755859375
2018-04-16,1324.2099609375,1324.2099609375,1315.8299560546875,1324.2099609375
2018-04-17,1316.219970703125,1320.6199951171875,1315.02001953125,1318.6800537109375
2018-04-18,1317.7900390625,1319.3499755859375,1309.8599853515625,1317.02001953125
2018-04-19,1314.72998046875,1317.93994140625,1313.25,1315.93994140625
2018-04-22,1284.0701904296875,1319.5,1284.0701904296875,1314.780029296875
2018-04-23,1316.199951171875,1316.5999755859375,1311.1300048828125,1318.47998046875
2018-04-24,1316.010009765625,1320.77001953125,1313.550048828125,1317.4100341796875
2018-04-25,1314.3199462890625,1315.4300537109375,1303.7099609375,1315.6300048828125
2018-04-26,1303.6300048828125,1304.3599853515625,1288.2099609375,1303.6300048828125
2018-04-29,1293.8800048828125,1294.9200439453125,1288.8199462890625,1293.8800048828125
2018-04-30,1291.6199951171875,1291.6199951171875,1291.6199951171875,1291.6199951171875
2018-05-01,1263.5430908203125,1291.8599853515625,1263.5430908203125,1291.6199951171875
2018-05-02,1289.1099853515625,1290.7099609375,1285.0999755859375,1288.8900146484375
2018-05-03,1287.56005859375,1290.6700439453125,1282.449951171875,1287.56005859375
2018-05-06,1283.050048828125,1288.3499755859375,1283.050048828125,1283.050048828125
2018-05-07,1286.199951171875,1286.4100341796875,1276.739990234375,1286.75
2018-05-08,1279.3599853515625,1281.8699951171875,1277.010009765625,1278.469970703125
2018-05-09,1278.1400146484375,1278.7099609375,1266.5,1276.8399658203125
2018-05-10,1269.489990234375,1275.6800537109375,1269.489990234375,1267.8800048828125
2018-05-13,1273.9100341796875,1281.1800537109375,1273.9100341796875,1273.9100341796875
2018-05-14,1275.77001953125,1280.9000244140625,1274.219970703125,1275.43994140625
2018-05-15,1276.06005859375,1278.219970703125,1268.7900390625,1275.3900146484375
2018-05-16,1271.989990234375,1276.93994140625,1271.550048828125,1271.489990234375
2018-05-17,1274.25,1274.969970703125,1271.18994140625,1274.25
2018-05-20,1242.3880615234375,1274.239990234375,1242.3880615234375,1271.1800537109375
2018-05-21,1268.72998046875,1270.4200439453125,1264.0999755859375,1268.72998046875
2018-05-22,1268.7099609375,1270.760009765625,1260.97998046875,1265.6400146484375
2018-05-23,1258.239990234375,1272.7900390625,1258.239990234375,1258.239990234375
2018-05-24,1267.22998046875,1267.22998046875,1254.68994140625,1264.7900390625
2018-05-27,1254.77001953125,1257.3499755859375,1246.18994140625,1254.77001953125
2018-05-28,1248.510009765625,1251.2900390625,1242.06005859375,1247.469970703125
2018-05-29,1248.8800048828125,1258.739990234375,1244.3399658203125,1250.2099609375
2018-05-30,1254.6400146484375,1261.9599609375,1251.8800048828125,1253.8900146484375
2018-05-31,1260.7099609375,1260.7099609375,1246.2900390625,1262.6199951171875
2018-06-03,1248.4300537109375,1254.199951171875,1248.4300537109375,1248.4300537109375
2018-06-04,1251.6300048828125,1253.0999755859375,1247.1700439453125,1252.010009765625
2018-06-05,1254.6800537109375,1256.760009765625,1249.47998046875,1254.6800537109375
2018-06-06,1256.3900146484375,1265.9000244140625,1255.6800537109375,1254.530029296875
2018-06-07,1263.31005859375,1267.5999755859375,1260.77001953125,1263.1600341796875
2018-06-10,1235.3707275390625,1269.1500244140625,1235.3707275390625,1263.6500244140625
2018-06-11,1266.9300537109375,1271.719970703125,1260.81005859375,1266.9599609375
2018-06-12,1267.6199951171875,1276.0,1267.6199951171875,1267.6199951171875
2018-06-13,1278.0,1280.9100341796875,1259.3699951171875,1280.0799560546875
2018-06-14,1256.7900390625,1282.1400146484375,1256.0999755859375,1261.1800537109375
2018-06-17,1279.3199462890625,1283.8199462890625,1276.22998046875,1279.3199462890625
2018-06-18,1283.9300537109375,1290.02001953125,1281.9000244140625,1283.9300537109375
2018-06-19,1287.0999755859375,1287.0999755859375,1276.8299560546875,1287.6700439453125
2018-06-20,1281.52001953125,1287.6700439453125,1277.8399658203125,1282.1400146484375
2018-06-21,1286.530029296875,1296.9200439453125,1284.949951171875,1287.530029296875
2018-06-24,1294.7099609375,1303.8699951171875,1294.7099609375,1294.7099609375
2018-06-25,1304.0400390625,1307.5999755859375,1300.2900390625,1303.3599853515625
2018-06-26,1301.7900390625,1303.06005859375,1295.25,1301.7900390625
2018-06-27,1296.3299560546875,1301.43994140625,1293.4300537109375,1297.6800537109375
2018-06-28,1295.260009765625,1301.1800537109375,1292.969970703125,1295.260009765625
2018-07-01,1301.3800048828125,1303.199951171875,1296.969970703125,1301.3800048828125
2018-07-02,1301.52001953125,1306.1199951171875,1294.8699951171875,1301.52001953125
2018-07-03,1298.5999755859375,1302.7099609375,1297.510009765625,1297.530029296875
2018-07-04,1299.9300537109375,1309.469970703125,1298.8299560546875,1299.0899658203125
2018-07-05,1309.510009765625,1312.1700439453125,1302.52001953125,1306.81005859375
2018-07-08,1308.4000244140625,1308.9000244140625,1304.699951171875,1308.4000244140625
2018-07-09,1307.5,1310.9000244140625,1303.5999755859375,1307.5
2018-07-10,1311.9000244140625,1317.300048828125,1311.5999755859375,1304.5
2018-07-11,1314.5999755859375,1317.9000244140625,1310.300048828125,1315.800048828125
2018-07-12,1309.0999755859375,1319.199951171875,1307.5999755859375,1309.0999755859375
2018-07-15,1319.0999755859375,1321.300048828125,1315.9000244140625,1319.0999755859375
2018-07-16,1319.4000244140625,1320.199951171875,1312.699951171875,1320.0999755859375
2018-07-17,1313.5,1318.300048828125,1312.0999755859375,1311.4000244140625
2018-07-18,1314.9000244140625,1321.5,1313.5,1316.800048828125
2018-07-19,1321.699951171875,1323.300048828125,1317.9000244140625,1321.699951171875
2018-07-22,1320.4000244140625,1330.4000244140625,1320.4000244140625,1288.699951171875
2018-07-23,1325.0,1328.300048828125,1316.300048828125,1323.699951171875
2018-07-24,1316.4000244140625,1319.0,1307.800048828125,1317.699951171875
2018-07-25,1310.699951171875,1314.5,1306.800048828125,1309.0999755859375
2018-07-26,1306.9000244140625,1308.0,1297.5,1307.4000244140625
2018-07-29,1299.300048828125,1307.4000244140625,1299.300048828125,1299.300048828125
2018-07-30,1306.5999755859375,1313.5999755859375,1301.300048828125,1307.199951171875
2018-07-31,1302.300048828125,1309.0999755859375,1302.199951171875,1299.699951171875
2018-08-01,1303.699951171875,1312.0,1303.0999755859375,1304.5
2018-08-02,1307.199951171875,1308.0,1297.199951171875,1306.699951171875
2018-08-05,1298.0,1302.9000244140625,1295.800048828125,1298.0
2018-08-06,1300.300048828125,1301.5999755859375,1295.199951171875,1300.300048828125
2018-08-07,1296.199951171875,1299.9000244140625,1295.4000244140625,1294.9000244140625
2018-08-08,1297.199951171875,1298.300048828125,1292.9000244140625,1295.300048828125
2018-08-09,1293.800048828125,1297.0999755859375,1286.5,1292.199951171875
2018-08-12,1288.0,1295.199951171875,1287.300048828125,1288.0
2018-08-13,1293.699951171875,1293.800048828125,1279.9000244140625,1294.699951171875
2018-08-14,1278.199951171875,1287.0,1277.9000244140625,1278.199951171875
2018-08-15,1285.9000244140625,1287.0999755859375,1278.5999755859375,1288.4000244140625
2018-08-16,1280.5,1281.5,1277.199951171875,1280.5
2018-08-19,1278.9000244140625,1283.5,1277.9000244140625,1278.9000244140625
2018-08-20,1283.800048828125,1288.800048828125,1283.0999755859375,1282.9000244140625
2018-08-21,1291.5,1298.0,1291.4000244140625,1291.5
2018-08-22,1294.800048828125,1299.5,1293.300048828125,1294.300048828125
2018-08-23,1297.199951171875,1297.9000244140625,1289.0999755859375,1299.300048828125
2018-08-26,1293.800048828125,1295.9000244140625,1290.0,1293.800048828125
2018-08-27,1294.5999755859375,1296.5,1291.300048828125,1294.300048828125
2018-08-28,1294.300048828125,1299.199951171875,1292.9000244140625,1293.699951171875
2018-08-29,1297.5999755859375,1299.5,1293.699951171875,1297.5
2018-08-30,1299.4000244140625,1302.0999755859375,1293.699951171875,1300.800048828125
2018-09-02,1292.699951171875,1292.699951171875,1286.0,1292.699951171875
2018-09-03,1290.0999755859375,1292.699951171875,1288.300048828125,1293.0
2018-09-04,1295.0,1303.0999755859375,1291.0999755859375,1298.699951171875
2018-09-05,1300.699951171875,1305.5999755859375,1299.4000244140625,1300.5
2018-09-06,1304.0,1306.5,1298.300048828125,1306.5999755859375
2018-09-09,1302.4000244140625,1308.9000244140625,1301.0,1302.4000244140625
2018-09-10,1307.9000244140625,1309.199951171875,1302.300048828125,1317.699951171875
2018-09-11,1303.199951171875,1309.4000244140625,1302.699951171875,1304.5999755859375
2018-09-12,1301.699951171875,1310.9000244140625,1300.300048828125,1308.5
2018-09-13,1308.0,1309.5999755859375,1302.9000244140625,1309.800048828125
2018-09-16,1302.9000244140625,1313.800048828125,1302.9000244140625,1302.9000244140625
2018-09-17,1314.199951171875,1317.800048828125,1310.800048828125,1313.0999755859375
2018-09-18,1308.699951171875,1311.699951171875,1305.5,1308.699951171875
2018-09-19,1305.5,1315.300048828125,1304.5999755859375,1309.699951171875
2018-09-20,1314.300048828125,1316.199951171875,1306.699951171875,1314.300048828125
2018-09-23,1308.699951171875,1318.9000244140625,1308.699951171875,1308.699951171875
2018-09-24,1313.4000244140625,1317.0999755859375,1311.9000244140625,1313.4000244140625
2018-09-25,1313.0,1314.199951171875,1306.300048828125,1312.4000244140625
2018-09-26,1309.5999755859375,1310.5,1295.5,1308.5999755859375
2018-09-27,1295.0999755859375,1295.800048828125,1283.699951171875,1294.0
2018-09-30,1286.699951171875,1290.199951171875,1284.5,1286.699951171875
2018-10-01,1286.800048828125,1291.5,1286.800048828125,1287.4000244140625
2018-10-02,1290.5999755859375,1295.300048828125,1289.4000244140625,1290.5999755859375
2018-10-03,1290.0999755859375,1302.4000244140625,1289.5,1291.300048828125
2018-10-04,1303.300048828125,1303.300048828125,1295.4000244140625,1304.199951171875
2018-10-07,1302.9000244140625,1305.699951171875,1300.800048828125,1269.0
2018-10-08,1302.699951171875,1303.199951171875,1298.5,1302.0
2018-10-09,1299.300048828125,1312.9000244140625,1299.0,1302.4000244140625
2018-10-10,1315.699951171875,1322.300048828125,1309.699951171875,1317.5999755859375
2018-10-11,1314.0999755859375,1316.300048828125,1303.199951171875,1314.4000244140625
2018-10-14,1306.300048828125,1311.0999755859375,1305.199951171875,1306.300048828125
2018-10-15,1309.4000244140625,1310.4000244140625,1298.0,1314.5
2018-10-16,1298.5999755859375,1302.699951171875,1297.0,1298.5
2018-10-17,1296.800048828125,1306.800048828125,1296.0999755859375,1295.800048828125
2018-10-18,1301.800048828125,1304.0999755859375,1293.5,1301.5999755859375
2018-10-21,1302.0999755859375,1302.699951171875,1296.199951171875,1302.0999755859375
2018-10-22,1298.199951171875,1306.0999755859375,1298.0999755859375,1296.5
2018-10-23,1300.5,1301.199951171875,1289.4000244140625,1303.699951171875
2018-10-24,1298.4000244140625,1299.5999755859375,1290.4000244140625,1296.199951171875
2018-10-25,1291.0999755859375,1300.300048828125,1290.9000244140625,1291.0999755859375
2018-10-29,1298.699951171875,1301.800048828125,1267.9000244140625,1298.699951171875
2018-10-30,1299.5,1299.699951171875,1291.0,1298.800048828125
2018-10-31,1291.0,1293.199951171875,1288.9000244140625,1290.4000244140625
2018-11-01,1288.5,1291.0,1282.199951171875,1290.800048828125
2018-11-02,1282.4000244140625,1285.0,1270.0999755859375,1287.0999755859375
2018-11-05,1271.699951171875,1279.5999755859375,1271.699951171875,1271.699951171875
2018-11-06,1278.300048828125,1282.9000244140625,1277.4000244140625,1279.300048828125
2018-11-07,1282.0,1286.0,1278.699951171875,1280.5
2018-11-08,1276.699951171875,1278.199951171875,1271.300048828125,1274.9000244140625
2018-11-09,1272.5999755859375,1280.699951171875,1272.5999755859375,1272.0999755859375
2018-11-12,1280.300048828125,1281.0999755859375,1276.4000244140625,1280.300048828125
2018-11-13,1277.5,1278.800048828125,1270.5,1276.300048828125
2018-11-14,1277.9000244140625,1281.199951171875,1275.699951171875,1279.199951171875
2018-11-15,1279.800048828125,1281.4000244140625,1274.199951171875,1279.300048828125
2018-11-16,1276.5,1284.699951171875,1275.0,1276.0
2018-11-19,1279.0999755859375,1288.800048828125,1279.0999755859375,1253.0
2018-11-20,1291.300048828125,1291.300048828125,1283.9000244140625,1289.5999755859375
2018-11-21,1284.5,1289.9000244140625,1283.699951171875,1283.9000244140625
2018-11-22,1284.4000244140625,1290.300048828125,1283.5,1294.800048828125
2018-11-23,1286.5999755859375,1290.800048828125,1281.5,1294.4000244140625
2018-11-26,1284.5999755859375,1284.5999755859375,1255.800048828125,1284.5999755859375
2018-11-27,1279.800048828125,1279.9000244140625,1273.300048828125,1279.199951171875
2018-11-28,1275.5999755859375,1276.199951171875,1269.5999755859375,1276.699951171875
2018-11-29,1274.800048828125,1276.5999755859375,1270.5,1274.199951171875
2018-11-30,1272.699951171875,1277.300048828125,1265.0999755859375,1272.0999755859375
2018-12-03,1266.699951171875,1266.699951171875,1258.0999755859375,1266.699951171875
2018-12-04,1259.0,1262.5,1256.5,1258.0999755859375
2018-12-05,1260.0999755859375,1263.5999755859375,1258.199951171875,1259.4000244140625
2018-12-06,1262.699951171875,1276.699951171875,1262.699951171875,1261.0999755859375
2018-12-07,1271.0999755859375,1280.0999755859375,1268.199951171875,1273.199951171875
2018-12-10,1279.5999755859375,1289.5,1279.5999755859375,1279.5999755859375
2018-12-11,1280.0999755859375,1287.0,1276.300048828125,1284.5999755859375
2018-12-12,1275.800048828125,1280.699951171875,1274.699951171875,1276.4000244140625
2018-12-13,1277.300048828125,1279.4000244140625,1272.800048828125,1277.9000244140625
2018-12-14,1278.5,1283.9000244140625,1277.199951171875,1280.199951171875
2018-12-17,1279.0,1282.4000244140625,1278.9000244140625,1279.0
2018-12-18,1283.0,1285.5999755859375,1279.300048828125,1280.0999755859375
2018-12-19,1281.300048828125,1284.4000244140625,1276.800048828125,1279.4000244140625
2018-12-20,1283.9000244140625,1288.0999755859375,1280.800048828125,1284.5999755859375
2018-12-21,1286.0,1288.300048828125,1278.300048828125,1282.5
2018-12-24,1282.0,1285.0,1279.5,1282.0
2018-12-25,1280.699951171875,1280.699951171875,1280.699951171875,1280.699951171875
2018-12-26,1280.699951171875,1280.699951171875,1280.699951171875,1280.699951171875
2018-12-27,1251.800048828125,1282.300048828125,1251.800048828125,1280.699951171875
2018-12-28,1279.300048828125,1280.699951171875,1274.5,1279.4000244140625
2018-12-31,1276.5999755859375,1276.800048828125,1268.5999755859375,1276.5999755859375
2019-01-01,1276.199951171875,1276.199951171875,1276.199951171875,1276.199951171875
2019-01-02,1276.199951171875,1285.0999755859375,1269.199951171875,1276.199951171875
2019-01-03,1268.699951171875,1284.199951171875,1268.699951171875,1269.4000244140625
2019-01-04,1281.5,1285.0,1272.300048828125,1280.199951171875
2019-01-07,1271.199951171875,1282.0999755859375,1271.199951171875,1271.199951171875
2019-01-08,1281.800048828125,1289.5999755859375,1280.4000244140625,1281.199951171875
2019-01-09,1285.0999755859375,1289.0999755859375,1280.0999755859375,1284.0
2019-01-10,1291.0,1294.0999755859375,1284.5,1292.199951171875
2019-01-11,1286.4000244140625,1287.800048828125,1281.199951171875,1284.5999755859375
2019-01-14,1281.5,1287.5999755859375,1281.5,1281.5
2019-01-15,1286.0,1286.300048828125,1277.5,1286.800048828125
2019-01-16,1279.9000244140625,1281.0,1273.699951171875,1281.0999755859375
2019-01-17,1275.9000244140625,1281.0,1274.300048828125,1274.4000244140625
2019-01-18,1275.5999755859375,1279.0999755859375,1273.5,1276.199951171875
2019-01-21,1279.0999755859375,1286.0999755859375,1279.0999755859375,1279.0999755859375
2019-01-22,1283.199951171875,1286.699951171875,1281.800048828125,1287.0
2019-01-23,1283.0999755859375,1284.5999755859375,1278.0999755859375,1283.5999755859375
2019-01-24,1280.0999755859375,1285.300048828125,1274.5999755859375,1280.800048828125
2019-01-25,1273.800048828125,1275.199951171875,1267.5,1274.0
2019-01-28,1275.5999755859375,1279.9000244140625,1273.0,1240.0
2019-01-29,1278.0,1279.199951171875,1274.199951171875,1279.4000244140625
2019-01-30,1275.199951171875,1277.9000244140625,1274.5999755859375,1278.0
2019-01-31,1276.0,1279.4000244140625,1272.699951171875,1273.300048828125
2019-02-01,1271.5999755859375,1283.4000244140625,1270.4000244140625,1272.199951171875
2019-02-04,1280.699951171875,1282.0999755859375,1277.4000244140625,1280.699951171875
2019-02-05,1281.800048828125,1282.0999755859375,1273.0999755859375,1281.699951171875
2019-02-06,1275.699951171875,1276.0,1272.5999755859375,1275.800048828125
2019-02-07,1271.699951171875,1277.5,1271.699951171875,1274.5
2019-02-08,1274.9000244140625,1276.199951171875,1270.0,1273.9000244140625
2019-02-11,1243.699951171875,1272.699951171875,1243.699951171875,1272.5
2019-02-12,1269.0,1269.5999755859375,1264.800048828125,1268.4000244140625
2019-02-13,1269.300048828125,1271.5999755859375,1266.4000244140625,1269.300048828125
2019-02-14,1265.5999755859375,1273.4000244140625,1264.800048828125,1265.5
2019-02-15,1270.9000244140625,1274.0,1265.4000244140625,1274.199951171875
2019-02-18,1270.699951171875,1274.4000244140625,1270.699951171875,1270.699951171875
2019-02-19,1272.0999755859375,1275.4000244140625,1270.699951171875,1271.300048828125
2019-02-20,1272.300048828125,1274.199951171875,1270.199951171875,1271.199951171875
2019-02-21,1272.300048828125,1277.5,1272.300048828125,1272.300048828125
2019-02-22,1275.5,1276.5999755859375,1271.0999755859375,1274.300048828125
2019-02-25,1246.199951171875,1271.5999755859375,1246.199951171875,1272.5
2019-02-26,1268.5,1270.4000244140625,1266.5,1269.4000244140625
2019-02-27,1270.9000244140625,1273.9000244140625,1269.5999755859375,1269.0999755859375
2019-02-28,1271.0999755859375,1280.5999755859375,1270.699951171875,1269.699951171875
2019-03-01,1278.199951171875,1282.699951171875,1276.199951171875,1278.199951171875
2019-03-04,1281.300048828125,1281.300048828125,1273.800048828125,1281.300048828125
2019-03-05,1275.5,1275.9000244140625,1271.5,1278.699951171875
2019-03-06,1272.0,1276.0,1271.0,1272.9000244140625
2019-03-07,1275.5,1277.4000244140625,1268.699951171875,1274.5
2019-03-08,1267.800048828125,1276.0,1265.5,1268.5
2019-03-11,1273.4000244140625,1275.4000244140625,1271.5999755859375,1273.4000244140625
2019-03-12,1272.300048828125,1273.800048828125,1268.0,1272.9000244140625
2019-03-13,1273.0,1278.9000244140625,1272.0999755859375,1271.9000244140625
2019-03-14,1280.0,1284.4000244140625,1278.5999755859375,1279.9000244140625
2019-03-15,1282.800048828125,1288.0,1280.699951171875,1283.800048828125
2019-03-18,1285.0999755859375,1285.199951171875,1282.0,1285.0999755859375
2019-03-19,1281.4000244140625,1283.199951171875,1279.9000244140625,1281.9000244140625
2019-03-20,1282.9000244140625,1282.9000244140625,1279.5999755859375,1282.4000244140625
2019-03-21,1284.800048828125,1287.5999755859375,1280.9000244140625,1285.300048828125
2019-03-22,1282.4000244140625,1288.0999755859375,1279.5,1282.4000244140625
2019-03-25,1252.300048828125,1282.5999755859375,1252.300048828125,1284.0
2019-03-26,1279.300048828125,1282.0999755859375,1278.5,1282.699951171875
2019-03-27,1278.699951171875,1282.4000244140625,1274.800048828125,1278.0999755859375
2019-03-28,1279.699951171875,1280.199951171875,1275.4000244140625,1280.5
2019-03-29,1273.300048828125,1276.699951171875,1272.199951171875,1273.4000244140625
2019-03-31,1275.4000244140625,1275.4000244140625,1269.300048828125,1275.4000244140625
2019-04-01,1268.4000244140625,1273.0999755859375,1267.5,1268.9000244140625
2019-04-02,1272.9000244140625,1274.5,1270.300048828125,1272.9000244140625
2019-04-03,1274.4000244140625,1277.5999755859375,1273.199951171875,1274.4000244140625
2019-04-04,1274.4000244140625,1277.300048828125,1272.9000244140625,1273.9000244140625
2019-04-07,1275.800048828125,1288.4000244140625,1275.800048828125,1275.800048828125
2019-04-08,1284.800048828125,1286.199951171875,1283.0999755859375,1284.800048828125
2019-04-09,1284.0999755859375,1286.4000244140625,1277.9000244140625,1284.0999755859375
2019-04-10,1281.0999755859375,1285.300048828125,1281.0999755859375,1281.699951171875
2019-04-11,1283.9000244140625,1286.5999755859375,1280.0999755859375,1284.699951171875
2019-04-14,1280.5,1281.5,1279.0,1280.5
2019-04-15,1280.699951171875,1283.5,1280.4000244140625,1281.800048828125
2019-04-16,1282.300048828125,1284.4000244140625,1277.0999755859375,1282.300048828125
2019-04-17,1278.9000244140625,1283.800048828125,1276.4000244140625,1277.699951171875
2019-04-18,1276.199951171875,1276.199951171875,1276.199951171875,1276.199951171875
2019-04-21,1276.199951171875,1276.199951171875,1276.199951171875,1276.199951171875
2019-04-22,1250.800048828125,1285.300048828125,1250.800048828125,1276.199951171875
2019-04-23,1281.5,1294.5,1280.800048828125,1281.300048828125
2019-04-24,1287.9000244140625,1296.9000244140625,1287.9000244140625,1287.9000244140625
2019-04-25,1289.800048828125,1293.5,1286.4000244140625,1290.5
2019-04-28,1290.300048828125,1295.0,1290.300048828125,1290.300048828125
2019-04-29,1295.0999755859375,1308.0,1295.0,1295.800048828125
2019-04-30,1305.0999755859375,1305.0999755859375,1305.0999755859375,1305.0999755859375
2019-05-01,1305.0999755859375,1305.0999755859375,1301.5999755859375,1305.0999755859375
2019-05-02,1304.0,1307.5999755859375,1300.699951171875,1302.699951171875
2019-05-05,1303.0,1311.0999755859375,1303.0,1303.0
2019-05-06,1307.800048828125,1313.300048828125,1305.5,1307.800048828125
2019-05-07,1310.300048828125,1313.199951171875,1307.800048828125,1310.300048828125
2019-05-08,1312.199951171875,1331.0,1310.199951171875,1312.199951171875
2019-05-09,1320.699951171875,1327.5999755859375,1318.300048828125,1322.699951171875
2019-05-12,1318.9000244140625,1337.9000244140625,1318.9000244140625,1318.9000244140625
2019-05-13,1335.0,1335.0999755859375,1303.699951171875,1332.800048828125
